"person","name","birthdate","birthplace","deathdate","deathplace"
"http://collection.americanart.si.edu/id/person-institution/3369","Eleanor Modrakowska","1879","College Point",,
"http://collection.americanart.si.edu/id/person-institution/3369"," E. A. Modrakowska","1879","College Point",,
"http://collection.americanart.si.edu/id/person-institution/3369"," Eleanor A. Modrakowska","1879","College Point",,
"http://collection.americanart.si.edu/id/person-institution/7055","Johannes Michelsen","1945","Copenhagen",,
"http://collection.americanart.si.edu/id/person-institution/7459","Alice Cling","1946","Cow Springs",,
"http://collection.americanart.si.edu/id/person-institution/7399","Rex Clawson","1933","Dallas",,
"http://collection.americanart.si.edu/id/person-institution/7233","John Garrett","1950","El Paso",,
"http://collection.americanart.si.edu/id/person-institution/7233"," John G. Garrett","1950","El Paso",,
"http://collection.americanart.si.edu/id/person-institution/7233"," John Gilmore Garrett","1950","El Paso",,
"http://collection.americanart.si.edu/id/person-institution/7405","Nicholas Herrera","1964","El Rito",,
"http://collection.americanart.si.edu/id/person-institution/777","Wendell Castle","1932","Emporia",,
"http://collection.americanart.si.edu/id/person-institution/7161","Doug Anderson","1952","Erie",,
"http://collection.americanart.si.edu/id/person-institution/7161"," Douglas Anderson","1952","Erie",,
"http://collection.americanart.si.edu/id/person-institution/7439","Tom Yazzie","1930","Fort Defiance",,
"http://collection.americanart.si.edu/id/person-institution/110","William Anthony","1934","Fort Monmouth",,
"http://collection.americanart.si.edu/id/person-institution/110"," William Graham Anthony","1934","Fort Monmouth",,
"http://collection.americanart.si.edu/id/person-institution/7151","Robyn Horn","1951","Fort Smith",,
"http://collection.americanart.si.edu/id/person-institution/7151","Mrs. John Horn","1951","Fort Smith",,
"http://collection.americanart.si.edu/id/person-institution/7151"," Robyn Hutcheson Horn","1951","Fort Smith",,
"http://collection.americanart.si.edu/id/person-institution/3456","Mary Mullineux","1875","Germantown",,
"http://collection.americanart.si.edu/id/person-institution/7076","Eleanor Moty","1945","Glen Ellyn",,
"http://collection.americanart.si.edu/id/person-institution/7076"," Eleanor H. Moty","1945","Glen Ellyn",,
"http://collection.americanart.si.edu/id/person-institution/7325","David Lance Goines","1945","Grant's Pass",,
"http://collection.americanart.si.edu/id/person-institution/7091","Abrasha","1948","Hague",,
"http://collection.americanart.si.edu/id/person-institution/7379","Christian Burchard","1955","Hamburg",,
"http://collection.americanart.si.edu/id/person-institution/7253","Harriete Estel Berman","1952","Harrisburg",,
"http://collection.americanart.si.edu/id/person-institution/7288","María Martínez-Cañas","1960","Havana",,
"http://collection.americanart.si.edu/id/person-institution/7288"," Maria Martinez-Canas","1960","Havana",,
"http://collection.americanart.si.edu/id/person-institution/7290","María Brito","1947","Havana",,
"http://collection.americanart.si.edu/id/person-institution/7290"," Maria Brito","1947","Havana",,
"http://collection.americanart.si.edu/id/person-institution/7290"," Maria Brito-Avellana","1947","Havana",,
"http://collection.americanart.si.edu/id/person-institution/7116","Albion Smith","1952","Hemet",,
"http://collection.americanart.si.edu/id/person-institution/1078","Frances Currey","1925","Indianapolis",,
"http://collection.americanart.si.edu/id/person-institution/1078"," Grandma Fran","1925","Indianapolis",,
"http://collection.americanart.si.edu/id/person-institution/1078"," Grandma Fran Currey","1925","Indianapolis",,
"http://collection.americanart.si.edu/id/person-institution/7220","Barbara Nilausen-K","1946","Iowa City",,
"http://collection.americanart.si.edu/id/person-institution/7220"," Barbara Wise","1946","Iowa City",,
"http://collection.americanart.si.edu/id/person-institution/7220"," Balpreet Kaur","1946","Iowa City",,
"http://collection.americanart.si.edu/id/person-institution/7220"," Barbara Balpreet Kaur","1946","Iowa City",,
"http://collection.americanart.si.edu/id/person-institution/7220"," Barbara Nilausen-Kaur","1946","Iowa City",,
"http://collection.americanart.si.edu/id/person-institution/7220"," Barbara Nilausen","1946","Iowa City",,
"http://collection.americanart.si.edu/id/person-institution/7234","Michael Davis","1952","Jacksonville",,
"http://collection.americanart.si.edu/id/person-institution/875","Arthur N. Christie","1891","Jersey City",,
"http://collection.americanart.si.edu/id/person-institution/4230","Lucas Samaras","1936","Kastoria",,
"http://collection.americanart.si.edu/id/person-institution/7264","Kiyomi Iwata","1941","Kobe",,
"http://collection.americanart.si.edu/id/person-institution/7237","Kurt Weiser","1950","Lansing",,
"http://collection.americanart.si.edu/id/person-institution/7237"," Kurt D. Weiser","1950","Lansing",,
"http://collection.americanart.si.edu/id/person-institution/716","Cashion Callaway","1941","Lawton",,
"http://collection.americanart.si.edu/id/person-institution/855","Ivan Chermayeff","1932","London",,
"http://collection.americanart.si.edu/id/person-institution/7081","Irvin L. Trujillo","1954","Los Alamos",,
"http://collection.americanart.si.edu/id/person-institution/1795","Ralph Gibson","1939","Los Angeles",,
"http://collection.americanart.si.edu/id/person-institution/1795"," Ralph H. Gibson","1939","Los Angeles",,
"http://collection.americanart.si.edu/id/person-institution/7047","Frank E. Cummings III","1938","Los Angeles",,
"http://collection.americanart.si.edu/id/person-institution/7047"," Frank Cummings","1938","Los Angeles",,
"http://collection.americanart.si.edu/id/person-institution/7168","Dan Kvitka","1958","Los Angeles",,
"http://collection.americanart.si.edu/id/person-institution/7232","Gronk","1954","Los Angeles",,
"http://collection.americanart.si.edu/id/person-institution/7232"," Glugio Gronk Nicandro","1954","Los Angeles",,
"http://collection.americanart.si.edu/id/person-institution/7289","Patssi Valdez","1951","Los Angeles",,
"http://collection.americanart.si.edu/id/person-institution/7382","Michael Frimkess","1937","Los Angeles",,
"http://collection.americanart.si.edu/id/person-institution/7257","Anne Currier","1950","Louisville",,
"http://collection.americanart.si.edu/id/person-institution/7257"," Anne Claire Currier","1950","Louisville",,
"http://collection.americanart.si.edu/id/person-institution/7462","Michael Crocker","1956","Lula",,
"http://collection.americanart.si.edu/id/person-institution/7463","Melvin Crocker","1959","Lula",,
"http://collection.americanart.si.edu/id/person-institution/7256","Daniel Clayman","1957","Lynn",,
"http://collection.americanart.si.edu/id/person-institution/7256"," Daniel G. Clayman","1957","Lynn",,
"http://collection.americanart.si.edu/id/person-institution/7245","Frank Kozik","1962","Madrid",,
"http://collection.americanart.si.edu/id/person-institution/7169","Jack Straka","1934","Mahanoy City",,
"http://collection.americanart.si.edu/id/person-institution/1062","Jose Luis Cuevas","1934","Mexico City",,
"http://collection.americanart.si.edu/id/person-institution/1062"," Jose Luis Cuevas y Novelo","1934","Mexico City",,
"http://collection.americanart.si.edu/id/person-institution/1062"," Jose Cuevas","1934","Mexico City",,
"http://collection.americanart.si.edu/id/person-institution/1062"," José Luis Cuevas","1934","Mexico City",,
"http://collection.americanart.si.edu/id/person-institution/7141","Enrique Chagoya","1953","Mexico City",,
"http://collection.americanart.si.edu/id/person-institution/3830","Michael Ponce De Leon","1922","Miami",,
"http://collection.americanart.si.edu/id/person-institution/3830"," Michael Ponce de Léon","1922","Miami",,
"http://collection.americanart.si.edu/id/person-institution/7106","Renie Breskin Adams","1938","Michigan City",,
"http://collection.americanart.si.edu/id/person-institution/7150","Janel Jacobson","1950","Minneapolis",,
"http://collection.americanart.si.edu/id/person-institution/919","Chuck Close","1940","Monroe",,
"http://collection.americanart.si.edu/id/person-institution/7467","Christine McHorse","1948","Morenci",,
"http://collection.americanart.si.edu/id/person-institution/1002","Mac Cosgrove-Davies","1957","Mount Holly",,
"http://collection.americanart.si.edu/id/person-institution/1002"," Malcolm Cumming Cosgrove-Davies","1957","Mount Holly",,
"http://collection.americanart.si.edu/id/person-institution/1002"," Malcolm C. Cosgrove-Davies","1957","Mount Holly",,
"http://collection.americanart.si.edu/id/person-institution/1002"," Malcolm Cosgrove-Davies","1957","Mount Holly",,
"http://collection.americanart.si.edu/id/person-institution/7089","Fred Fenster","1934","New York",,
"http://collection.americanart.si.edu/id/person-institution/7157","Joseph Rodríguez","1951","New York",,
"http://collection.americanart.si.edu/id/person-institution/7157"," Joseph Rodriguez","1951","New York",,
"http://collection.americanart.si.edu/id/person-institution/7157"," Joseph Louis Rodriguez","1951","New York",,
"http://collection.americanart.si.edu/id/person-institution/7323","Karyl Sisson","1948","New York",,
"http://collection.americanart.si.edu/id/person-institution/1030","Alan Crane","1901","New York",,
"http://collection.americanart.si.edu/id/person-institution/1030"," Alan Horton Crane","1901","New York",,
"http://collection.americanart.si.edu/id/person-institution/1316","Bruce Dorfman","1936","New York",,
"http://collection.americanart.si.edu/id/person-institution/2548","Susan Kaprov","1946","New York",,
"http://collection.americanart.si.edu/id/person-institution/2548"," Susan L. Kaprov","1946","New York",,
"http://collection.americanart.si.edu/id/person-institution/5957","George C. Miller","1894","New York",,
"http://collection.americanart.si.edu/id/person-institution/5957"," George Charles Miller","1894","New York",,
"http://collection.americanart.si.edu/id/person-institution/5957"," George Miller","1894","New York",,
"http://collection.americanart.si.edu/id/person-institution/7058","Al Stirt","1946","New York",,
"http://collection.americanart.si.edu/id/person-institution/7058"," Alan Stirt","1946","New York",,
"http://collection.americanart.si.edu/id/person-institution/7095","Mara Superior","1951","New York",,
"http://collection.americanart.si.edu/id/person-institution/7095"," Mara R. Superior","1951","New York",,
"http://collection.americanart.si.edu/id/person-institution/7122","D. X. Ross","1952","New York",,
"http://collection.americanart.si.edu/id/person-institution/7381","Jennifer Morla","1955","New York",,
"http://collection.americanart.si.edu/id/person-institution/7501","Rebekah Laskin","1955","New York",,
"http://collection.americanart.si.edu/id/person-institution/838","Saul Chase","1945","New York",,
"http://collection.americanart.si.edu/id/person-institution/970","Lois Conner","1951","New York",,
"http://collection.americanart.si.edu/id/person-institution/972","Linda Connor","1944","New York",,
"http://collection.americanart.si.edu/id/person-institution/884","Carmen Cicero","1926","Newark",,
"http://collection.americanart.si.edu/id/person-institution/7048","Virginia Dotson","1943","Newton",,
"http://collection.americanart.si.edu/id/person-institution/7059","Helga Winter","1948","Niederrossbach",,
"http://collection.americanart.si.edu/id/person-institution/7165","Jody Stewart-Keller","1954","Norfolk",,
"http://collection.americanart.si.edu/id/person-institution/6674","George Davidson","1825","Nottingham",,
"http://collection.americanart.si.edu/id/person-institution/1043","Mary Ellen Crisp","1896","Nutley",,
"http://collection.americanart.si.edu/id/person-institution/1043","Mrs. Arthur Crisp","1896","Nutley",,
"http://collection.americanart.si.edu/id/person-institution/7057","Allen Ritzman","1952","Ottumwa",,
"http://collection.americanart.si.edu/id/person-institution/1198","Jean de Marco","1898","Paris",,
"http://collection.americanart.si.edu/id/person-institution/1198"," Jean Antoine de Marco","1898","Paris",,
"http://collection.americanart.si.edu/id/person-institution/890","John Civitello","1939","Paterson",,
"http://collection.americanart.si.edu/id/person-institution/917","Douglas Climenson","1931","Pennsylvania",,
"http://collection.americanart.si.edu/id/person-institution/921","James Floyd Clymer","1893","Perkasie",,
"http://collection.americanart.si.edu/id/person-institution/7054","Bud Latven","1949","Philadelphia",,
"http://collection.americanart.si.edu/id/person-institution/7263","Hank Murta Adams","1956","Philadelphia",,
"http://collection.americanart.si.edu/id/person-institution/7263"," Hank M. Adams","1956","Philadelphia",,
